i,r̄,Mfac,rFac,f1,f2,f3,f4,pa,Sα,singlePeak,doublePeak,rotation,phaseAmplitude,t_char,rBLR,FHWM
33.10627436592151,40437.01245505538,2.6260173335010424,31.636486047117458,0.09317268904881548,0.9689512343423903,0.5105974092999598,0.3947356283711968,101.98349534821125,-0.5911110151763466,true,false,cw,3.026970779782497e16,4590.594876272171,6311.651530295025,599.999999999934
12.378519531586248,42293.78289209372,2.4127285199910977,95.16661869646236,0.6758561592463491,0.8402360161365121,0.11887480302977105,0.548248137385109,27.07645379873439,-1.6087700998074244,true,false,cw,3.391171771661841e16,3525.6536090728805,6051.569580585748,299.999999999967
89.09381472672534,26653.011677093495,4.313892883074963,71.51963902329084,0.38966336554014835,0.9268795336402437,0.6150748362484024,0.24882433801520687,79.46536388122068,-0.5438745679022214,false,true,cw,2.3203795709192388e16,3930.392978441239,6806.575599361466,1800.0000000000016
81.53172596500491,4070.5538833474775,4.6280368681521,79.19615651593044,0.9265146431209293,0.18954291820950242,0.9470974224202858,0.9201776117150232,318.7133209514615,-0.3515294303028904,false,true,cw,2.267953936834391e14,714.2775171134527,1120.6578470678285,4800.000000000005
25.88058213762049,27657.81970860077,4.965288354258687,93.98987758398906,0.21217462646904284,0.4335483473518096,0.45728673677470144,0.9634363507807961,129.7426744309032,0.5618644293481427,false,true,cw,1.2766684645297432e16,5176.026375808659,8165.628384015066,1200.0000000000011
42.96764147671742,17163.36343415605,3.942428607657536,27.61803604808052,0.8191298213949924,0.6313765659196352,0.35328312862276956,0.4987321765494075,288.5652780432304,-1.31624805197796,true,false,ccw,1.0345011235837444e16,2675.3329546401756,4025.8421826608137,1800.0000000000016
10.195481955530038,10598.710430716852,1.2517745938717302,26.106173488266286,0.49209896388938856,0.8881413664957112,0.9071536117661614,0.23553731879428785,275.0652530705657,1.6163238182577744,true,false,ccw,8.085587202990389e15,500.61547791233284,790.2343065629486,599.999999999934
79.67098110344244,40829.49333742905,3.6693329315574847,34.374100938757,0.6868857006084099,0.5066964737286888,0.18060665841013068,0.09878030282730288,214.00283403814353,0.5950955794492869,true,false,ccw,3.417322676589383e16,5308.34180315584,8909.186237526406,1200.0000000000011
46.748939676872745,17703.41251954745,4.165527995839125,78.52454288822325,0.9154304736411027,0.3532761601792662,0.8180602361823919,0.9358712237246801,90.07195839666062,-0.8975800898981912,true,false,cw,1.5850416273012488e16,3211.38723260316,4383.779255854909,1800.0000000000016
17.182149530346507,40989.65560921642,4.201780597348881,16.926247471657113,0.906804821770874,0.7115255149250105,0.7653121014638221,0.543909069062756,52.40175665330769,-1.9636680684705463,true,false,cw,4.518123447722551e16,6556.002167367863,10238.055424244327,599.999999999934
